timeseries_id,sensor_id,aggregate,reading_type,kind,preferred,valid_from,valid_to,database_id,path,external_id,device_id,sources,aggregation
B337.VP12_VMM61:d,B337.VP12_VMM61.energy,daily,counter,derived,True,,,,,,,B337.VP12_VMM61:d.A|B337.VP12_VMM61:d.B,rolling_sum
B339.VS1_VMM61:d,B339.VS1_VMM61.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B339.VS1_VMM61_E,,,
B203.FV1_MQ4_E:d,B203.FV1_MQ4_E.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B203.FV1_MQ4_E,,,
B216.FV1_VMM61_E:d,B216.FV1_VMM61_E.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B216.FV1_VMM61_E,,,
B308.FV1_VMM61_E:d,B308.FV1_VMM61_E.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B308.FV1_VMM61_E,,,
B310.FV1_VMM61:d.raw,B310.FV1_VMM61.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B310.FV1_VMM61,,,
B310.FV1_VMM62:d.raw,B310.FV1_VMM62.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B310.FV1_VMM62,,,
B310.FV1_VMM63:d.raw,B310.FV1_VMM63.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B310.FV1_VMM63,,,
B310.FV1_VMM64:d.raw,B310.FV1_VMM64.energy,daily,counter,raw,False,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B310.FV1_VMM64,,,
B318.FV1_VMM80:d,B318.FV1_VMM80.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B318.FV1_VMM80,,,
B330.FV1_INT_VERK_E:d,B330.FV1_INT_VERK_E.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B330.FV1_INT_VERK_E,,,
B334.VP1_VMM1_E:d,B334.VP1_VMM1_E.energy,daily,counter,raw,True,,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B334.VP1_VMM1_E,,,
B339.FV1_VMM61_E:d.A,B339.FV1_VMM61_E.energy,daily,counter,raw,False,,2025-05-06,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B339.FV1_VMM61_E,,,
B339.FV1_VMM61_E:d.B,B339.FV1_VMM61_E.energy,daily,counter,raw,False,2025-05-07,,ion_sweden_bms,OPS_WRK.ION_SWEDEN.DATALOG2,B339.FV1_VMM61_E,,,
B339.FV1_VMM61_E:d,B339.FV1_VMM61_E.energy,daily,counter,derived,True,,,,,,,B339.FV1_VMM61_E:d.A|B339.FV1_VMM61_E:d.B,rolling_sum

B310.FV1_VMM61:d.A,B310.FV1_VMM61.energy,daily,counter,derived,False,,2025-10-01,,,,,B310.FV1_VMM61:d.raw,slice
B310.FV1_VMM61:d.patch,B310.FV1_VMM61.energy,daily,counter,derived,False,2025-10-01,2025-10-17,,,,,B310.FV1_VMM61:d.raw,interpolate
B310.FV1_VMM61:d.B,B310.FV1_VMM61.energy,daily,counter,derived,False,2025-10-17,,,,,,B310.FV1_VMM61:d.raw,slice
B310.FV1_VMM61:d,B310.FV1_VMM61.energy,daily,counter,derived,True,,,,,,,B310.FV1_VMM61:d.A|B310.FV1_VMM61:d.patch|B310.FV1_VMM61:d.B,rolling_sum
B310.FV1_VMM62:d.A,B310.FV1_VMM62.energy,daily,counter,derived,False,,2025-10-01,,,,,B310.FV1_VMM62:d.raw,slice
B310.FV1_VMM62:d.patch,B310.FV1_VMM62.energy,daily,counter,derived,False,2025-10-01,2025-10-17,,,,,B310.FV1_VMM62:d.raw,interpolate
B310.FV1_VMM62:d.B,B310.FV1_VMM62.energy,daily,counter,derived,False,2025-10-17,,,,,,B310.FV1_VMM62:d.raw,slice
B310.FV1_VMM62:d,B310.FV1_VMM62.energy,daily,counter,derived,True,,,,,,,B310.FV1_VMM62:d.A|B310.FV1_VMM62:d.patch|B310.FV1_VMM62:d.B,rolling_sum
B310.FV1_VMM63:d.A,B310.FV1_VMM63.energy,daily,counter,derived,False,,2025-10-01,,,,,B310.FV1_VMM63:d.raw,slice
B310.FV1_VMM63:d.patch,B310.FV1_VMM63.energy,daily,counter,derived,False,2025-10-01,2025-10-17,,,,,B310.FV1_VMM63:d.raw,interpolate
B310.FV1_VMM63:d.B,B310.FV1_VMM63.energy,daily,counter,derived,False,2025-10-17,,,,,,B310.FV1_VMM63:d.raw,slice
B310.FV1_VMM63:d,B310.FV1_VMM63.energy,daily,counter,derived,True,,,,,,,B310.FV1_VMM63:d.A|B310.FV1_VMM63:d.patch|B310.FV1_VMM63:d.B,rolling_sum
B310.FV1_VMM64:d.A,B310.FV1_VMM64.energy,daily,counter,derived,False,,2025-10-01,,,,,B310.FV1_VMM64:d.raw,slice
B310.FV1_VMM64:d.patch,B310.FV1_VMM64.energy,daily,counter,derived,False,2025-10-01,2025-10-17,,,,,B310.FV1_VMM64:d.raw,interpolate
B310.FV1_VMM64:d.B,B310.FV1_VMM64.energy,daily,counter,derived,False,2025-10-17,,,,,,B310.FV1_VMM64:d.raw,slice
B310.FV1_VMM64:d,B310.FV1_VMM64.energy,daily,counter,derived,True,,,,,,,B310.FV1_VMM64:d.A|B310.FV1_VMM64:d.patch|B310.FV1_VMM64:d.B,rolling_sum
